 2B  609.331525 8.290E-30 5.037E-01.06620.075  827.83020.74-.000675       0 1 1 01       0 0 0 01                    P 47e     376563243110 9 711  3906.0 3990.0
 2B  609.704394 1.760E-30 2.875E-01.07780.105  691.52070.680.000050       1 0 0 02       0 1 1 01                    R 11e     376663243110 9 711   750.0  690.0
 2B  610.029196 6.870E-30 5.062E-01.06620.076  793.36120.74-.000679       0 1 1 01       0 0 0 01                    P 46e     376563243110 9 711  2730.0 2790.0
 2B  610.438376 2.590E-30 2.927E-01.07700.104  700.34190.680.000005       1 0 0 02       0 1 1 01                    R 12e     376663243110 9 711  1134.0 1050.0
 2B  610.727704 1.110E-29 5.081E-01.06630.077  759.62360.74-.000683       0 1 1 01       0 0 0 01                    P 45e     376563243110 9 711  3738.0 3822.0
 2B  611.172218 1.920E-30 2.969E-01.07620.103  709.89800.68-.000037       1 0 0 02       0 1 1 01                    R 13e     376663243110 9 711   870.0  810.0
 2B  611.427047 9.140E-30 5.114E-01.06640.077  726.61750.74-.000688       0 1 1 01       0 0 0 01                    P 44e     376563243110 9 711  2610.0 2670.0
 2B  611.905910 2.760E-30 3.005E-01.07550.102  720.18910.69-.000078       1 0 0 02       0 1 1 01                    R 14e     376663243110 9 711  1302.0 1218.0
 2B  612.127224 1.470E-29 5.151E-01.06650.078  694.34300.75-.000693       0 1 1 01       0 0 0 01                    P 43e     376563243110 9 711  3570.0 3654.0
 2B  612.639442 2.010E-30 3.043E-01.07480.101  731.21500.69-.000117       1 0 0 02       0 1 1 01                    R 15e     376663243110 9 711   990.0  930.0
 2B  612.828235 1.200E-29 5.183E-01.06660.079  662.80020.75-.000698       0 1 1 01       0 0 0 01                    P 42e     376563243110 9 711  2490.0 2550.0
 2B  613.372803 2.850E-30 3.084E-01.07420.100  742.97580.70-.000154       1 0 0 02       0 1 1 01                    R 16e     376663243110 9 711  1470.0 1386.0
 2B  613.530077 1.910E-29 5.209E-01.06680.080  631.98940.75-.000704       0 1 1 01       0 0 0 01                    P 41e     376563243110 9 711  3402.0 3486.0
 2B  614.105983 2.040E-30 3.113E-01.07370.099  755.47130.70-.000191       1 0 0 02       0 1 1 01                    R 17e     376663243110 9 711  1110.0 1050.0
 2B  614.232750 1.540E-29 5.220E-01.06690.080  601.91050.75-.000710       0 1 1 01       0 0 0 01                    P 40e     376663243110 9 711  2370.0 2430.0
 2B  614.838971 2.850E-30 3.150E-01.07310.098  768.70160.70-.000226       1 0 0 02       0 1 1 01                    R 18e     376663243110 9 711  1638.0 1554.0
 2B  614.936253 2.430E-29 5.244E-01.06700.081  572.56370.75-.000716       0 1 1 01       0 0 0 01                    P 39e     376663243110 9 711  3234.0 3318.0
 2B  615.571755 2.010E-30 3.173E-01.07260.097  782.66660.71-.000260       1 0 0 02       0 1 1 01                    R 19e     376663243110 9 711  1230.0 1170.0
 2B  615.640583 1.950E-29 5.275E-01.06720.082  543.94910.75-.000723       0 1 1 01       0 0 0 01                    P 38e     376663243110 9 711  2250.0 2310.0
 2B  616.304323 2.770E-30 3.206E-01.07220.096  797.36610.71-.000292       1 0 0 02       0 1 1 01                    R 20e     376663243110 9 711  1806.0 1722.0
 2B  616.345740 3.060E-29 5.315E-01.06730.083  516.06690.74-.000730       0 1 1 01       0 0 0 01                    P 37e     376663243110 9 711  3066.0 3150.0
 2B  616.603205 1.250E-30 4.980E-01.06730.083 1160.38430.74-.000730       0 2 2 01       0 1 1 01                    P 37f     376663243110 9 711  3066.0 3150.0
 2B  616.735797 1.110E-30 4.913E-01.06720.082 1187.50000.75-.000723       0 2 2 01       0 1 1 01                    P 38e     376663243110 9 711  3150.0 3234.0
 2B  617.036663 1.930E-30 3.228E-01.07170.095  812.80030.71-.000324       1 0 0 02       0 1 1 01                    R 21e     376663243110 9 711  1350.0 1290.0
 2B  617.051723 2.430E-29 5.336E-01.06750.084  488.91710.74-.000738       0 1 1 01       0 0 0 01                    P 36e     376663243110 9 711  2130.0 2190.0
 2B  617.758529 3.770E-29 5.363E-01.06770.084  462.49980.74-.000746       0 1 1 01       0 0 0 01                    P 35e     376663243110 9 711  2898.0 2982.0
 2B  617.768761 2.630E-30 3.261E-01.07130.095  828.96890.72-.000354       1 0 0 02       0 1 1 01                    R 22e     376663243110 9 711  1974.0 1890.0
 2B  618.020660 1.540E-30 5.021E-01.06770.084 1106.68100.74-.000746       0 2 2 01       0 1 1 01                    P 35f     376663243110 9 711  2898.0 2982.0
 2B  618.066576 1.380E-30 4.956E-01.06750.084 1132.41260.74-.000738       0 2 2 01       0 1 1 01                    P 36e     376663243110 9 711  2982.0 3066.0
 2B  618.466157 2.970E-29 5.388E-01.06790.085  436.81520.74-.000755       0 1 1 01       0 0 0 01                    P 34e     476663243110 9 711  2010.0 2070.0
 2B  618.500604 1.820E-30 3.297E-01.07090.094  845.87200.72-.000384       1 0 0 02       0 1 1 01                    R 23e     376663243110 9 711  1470.0 1410.0
 2B  618.730604 1.210E-30 5.029E-01.06790.085 1080.93120.74-.000755       0 2 2 01       0 1 1 01                    P 34f     376663243110 9 711  2010.0 2070.0
 2B  618.734881 1.090E-30 4.969E-01.06770.084 1105.96880.74-.000746       0 2 2 01       0 1 1 01                    P 35e     376663243110 9 711  2070.0 2130.0
 2B  619.174606 4.570E-29 5.418E-01.06810.086  411.86330.74-.000764       0 1 1 01       0 0 0 01                    P 33e     476663243110 9 711  2730.0 2814.0
 2B  619.232178 2.440E-30 3.313E-01.07060.093  863.50950.72-.000413       1 0 0 02       0 1 1 01                    R 24e     376663243110 9 711  2142.0 2058.0
 2B  619.405129 1.690E-30 5.011E-01.06790.085 1080.25840.74-.000755       0 2 2 01       0 1 1 01                    P 34e     376663243110 9 711  2814.0 2898.0
 2B  619.441357 1.860E-30 5.051E-01.06810.086 1055.91560.74-.000764       0 2 2 01       0 1 1 01                    P 33f     376663243110 9 711  2730.0 2814.0
 2B  619.883874 3.570E-29 5.446E-01.06830.087  387.64430.74-.000774       0 1 1 01       0 0 0 01                    P 32e     476663243110 9 711  1890.0 1950.0
 2B  619.963469 1.670E-30 3.347E-01.07020.092  881.88120.73-.000440       1 0 0 02       0 1 1 01                    R 25e     376663243110 9 711  1590.0 1530.0
 2B  620.077319 1.320E-30 5.013E-01.06810.086 1055.28140.74-.000764       0 2 2 01       0 1 1 01                    P 33e     376663243110 9 711  1950.0 2010.0
 2B  620.152917 1.450E-30 5.065E-01.06830.087 1031.63500.74-.000774       0 2 2 01       0 1 1 01                    P 32f     376663243110 9 711  1890.0 1950.0
 2B  620.593959 5.440E-29 5.473E-01.06850.088  364.15820.74-.000784       0 1 1 01       0 0 0 01                    P 31e     476663243110 9 711  2562.0 2646.0
 2B  620.694462 2.220E-30 3.368E-01.06990.091  900.98730.73-.000467       1 0 0 02       0 1 1 01                    R 26e     376663243110 9 711  2310.0 2226.0
 2B  620.751450 2.020E-30 5.035E-01.06830.087 1031.03800.74-.000774       0 2 2 01       0 1 1 01                    P 32e     376663243110 9 711  2646.0 2730.0
 2B  620.865283 2.200E-30 5.067E-01.06850.088 1008.08910.74-.000784       0 2 2 01       0 1 1 01                    P 31f     376663243110 9 711  2562.0 2646.0
 2B  621.304860 4.210E-29 5.500E-01.06880.088  341.40510.74-.000795       0 1 1 01       0 0 0 01                    P 30e     476663243110 9 711  1770.0 1830.0
 2B  621.425142 1.500E-30 3.393E-01.06960.090  920.82740.73-.000493       1 0 0 02       0 1 1 01                    R 27e     376663243110 9 711  1710.0 1650.0
 2B  621.427520 1.570E-30 5.057E-01.06850.088 1007.52820.74-.000784       0 2 2 01       0 1 1 01                    P 31e     376663243110 9 711  1830.0 1890.0
 2B  621.578452 1.700E-30 5.083E-01.06880.088  985.27810.74-.000795       0 2 2 01       0 1 1 01                    P 30f     376663243110 9 711  1770.0 1830.0
 2B  622.016576 6.350E-29 5.523E-01.06900.089  319.38510.73-.000806       0 1 1 01       0 0 0 01                    P 29e     476663243110 9 711  2394.0 2478.0
 2B  622.105529 2.380E-30 5.078E-01.06880.088  984.75220.74-.000795       0 2 2 01       0 1 1 01                    P 30e     376663243110 9 711  2478.0 2562.0
 2B  622.155494 1.980E-30 3.423E-01.06930.089  941.40170.73-.000518       1 0 0 02       0 1 1 01                    R 28e     376663243110 9 711  2478.0 2394.0
 2B  622.292424 2.560E-30 5.095E-01.06900.089  963.20200.73-.000806       0 2 2 01       0 1 1 01                    P 29f     376663243110 9 711  2394.0 2478.0
 2B  622.729104 4.870E-29 5.553E-01.06930.090  298.09830.73-.000818       0 1 1 01       0 0 0 01                    P 28e     476663243110 9 711  1650.0 1710.0
 2B  622.785475 1.830E-30 5.094E-01.06900.089  962.71000.73-.000806       0 2 2 01       0 1 1 01                    P 29e     376663243110 9 711  1710.0 1770.0
 2B  622.885501 1.320E-30 3.434E-01.06900.088  962.71000.74-.000542       1 0 0 02       0 1 1 01                    R 29e     376663243110 9 711  1830.0 1770.0
 2B  623.007196 1.960E-30 5.113E-01.06930.090  941.86100.73-.000818       0 2 2 01       0 1 1 01                    P 28f     376663243110 9 711  1650.0 1710.0
 2B  623.442443 7.280E-29 5.580E-01.06960.091  277.54480.73-.000831       0 1 1 01       0 0 0 01                    P 27e     476663243110 9 711  2226.0 2310.0
 2B  623.467357 2.740E-30 5.101E-01.06930.090  941.40170.73-.000818       0 2 2 01       0 1 1 01                    P 28e     376663243110 9 711  2310.0 2394.0
 2B  623.615148 1.730E-30 3.473E-01.06880.088  984.75220.74-.000566       1 0 0 02       0 1 1 01                    R 30e     376663243110 9 711  2646.0 2562.0
 2B  623.722766 2.920E-30 5.119E-01.06960.091  921.25510.73-.000831       0 2 2 01       0 1 1 01                    P 27f     376663243110 9 711  2226.0 2310.0
 2B  624.151173 2.080E-30 5.100E-01.06960.091  920.82740.73-.000831       0 2 2 01       0 1 1 01                    P 27e     376663243110 9 711  1590.0 1650.0
 2B  624.156590 5.530E-29 5.612E-01.06990.092  257.72470.73-.000844       0 1 1 01       0 0 0 01                    P 26e     476663243110 9 711  1530.0 1590.0
 2B  624.344417 1.150E-30 3.507E-01.06850.087 1007.52820.74-.000589       1 0 0 02       0 1 1 01                    R 31e     376663243110 9 711  1950.0 1890.0
 2B  624.439133 2.210E-30 5.128E-01.06990.092  901.38440.73-.000844       0 2 2 01       0 1 1 01                    P 26f     376663243110 9 711  1530.0 1590.0
 2B  624.836921 3.090E-30 5.118E-01.06990.092  900.98730.73-.000844       0 2 2 01       0 1 1 01                    P 26e     376663243110 9 711  2142.0 2226.0
 2B  624.871545 8.180E-29 5.637E-01.07020.093  238.63790.72-.000858       0 1 1 01       0 0 0 01                    P 25e     476663243110 9 711  2058.0 2142.0
 2B  625.073290 1.480E-30 3.513E-01.06830.086 1031.03800.74-.000611       1 0 0 02       0 1 1 01                    R 32e     376663243110 9 711  2814.0 2730.0
 2B  625.156294 3.260E-30 5.135E-01.07020.093  882.24900.72-.000858       0 2 2 01       0 1 1 01                    P 25f     376663243110 9 711  2058.0 2142.0
 2B  625.524599 2.320E-30 5.113E-01.07020.093  881.88120.72-.000858       0 2 2 01       0 1 1 01                    P 25e     376663243110 9 711  1470.0 1530.0
 2B  625.587305 6.140E-29 5.661E-01.07060.094  220.28470.72-.000873       0 1 1 01       0 0 0 01                    P 24e     476663243110 9 711  1410.0 1470.0
 2B  625.874248 2.440E-30 5.141E-01.07060.094  863.84890.72-.000873       0 2 2 01       0 1 1 01                    P 24f     376663243110 9 711  1410.0 1470.0
 2B  626.214206 3.410E-30 5.128E-01.07060.094  863.50950.72-.000873       0 2 2 01       0 1 1 01                    P 24e     376663243110 9 711  1974.0 2058.0
 2B  626.303868 8.990E-29 5.688E-01.07090.095  202.66500.72-.000889       0 1 1 01       0 0 0 01                    P 23e     476663243110 9 711  1890.0 1974.0
 2B  626.529783 1.250E-30 3.572E-01.06790.084 1080.25840.74-.000653       1 0 0 02       0 1 1 01                    R 34e     376663243110 9 711  2982.0 2898.0
 2B  626.592994 3.560E-30 5.146E-01.07090.095  846.18430.72-.000889       0 2 2 01       0 1 1 01                    P 23f     376663243110 9 711  1890.0 1974.0
 2B  626.905740 2.540E-30 5.137E-01.07090.095  845.87200.72-.000889       0 2 2 01       0 1 1 01                    P 23e     376663243110 9 711  1350.0 1410.0
 2B  627.021232 6.670E-29 5.707E-01.07130.095  185.77900.71-.000905       0 1 1 01       0 0 0 01                    P 22e     476663243110 9 711  1290.0 1350.0
 2B  627.312527 2.630E-30 5.141E-01.07130.095  829.25520.71-.000905       0 2 2 01       0 1 1 01                    P 22f     376663243110 9 711  1290.0 1350.0
 2B  627.599198 3.680E-30 5.135E-01.07130.095  828.96890.71-.000905       0 2 2 01       0 1 1 01                    P 22e     376663243110 9 711  1806.0 1890.0
 2B  627.739396 9.660E-29 5.737E-01.07170.096  169.62670.71-.000922       0 1 1 01       0 0 0 01                    P 21e     476663243110 9 711  1722.0 1806.0
 2B  627.984479 1.030E-30 3.606E-01.06750.083 1132.41260.74-.000693       1 0 0 02       0 1 1 01                    R 36e     376663243110 9 711  3150.0 3066.0
 2B  628.032848 3.790E-30 5.141E-01.07170.096  813.06170.71-.000922       0 2 2 01       0 1 1 01                    P 21f     376663243110 9 711  1722.0 1806.0
 2B  628.294579 2.700E-30 5.125E-01.07170.096  812.80030.71-.000922       0 2 2 01       0 1 1 01                    P 21e     376663243110 9 711  1230.0 1290.0
 2B  628.458357 7.090E-29 5.762E-01.07220.097  154.20820.71-.000940       0 1 1 01       0 0 0 01                    P 20e     476663243110 9 711  1170.0 1230.0
 2B  628.753953 2.770E-30 5.140E-01.07220.097  797.60380.71-.000940       0 2 2 01       0 1 1 01                    P 20f     376663243110 9 711  1170.0 1230.0
 2B  628.991879 3.870E-30 5.127E-01.07220.097  797.36610.71-.000940       0 2 2 01       0 1 1 01                    P 20e     376663243110 9 711  1638.0 1722.0
 2B  629.178113 1.010E-28 5.766E-01.07260.098  139.52350.70-.000958       0 1 1 01       0 0 0 01                    P 19e     476663243110 9 711  1554.0 1638.0
 2B  629.475841 3.930E-30 5.123E-01.07260.098  782.88160.70-.000958       0 2 2 01       0 1 1 01                    P 19f     376663243110 9 711  1554.0 1638.0
 2B  629.691098 2.810E-30 5.126E-01.07260.098  782.66660.70-.000958       0 2 2 01       0 1 1 01                    P 19e     376663243110 9 711  1110.0 1170.0
 2B  629.898663 7.340E-29 5.808E-01.07310.099  125.57270.70-.000978       0 1 1 01       0 0 0 01                    P 18e     476663243110 9 711  1050.0 1110.0
 2B  630.198509 2.830E-30 5.111E-01.07310.099  768.89520.70-.000978       0 2 2 01       0 1 1 01                    P 18f     376663243110 9 711  1050.0 1110.0
 2B  630.392232 3.960E-30 5.107E-01.07310.099  768.70160.70-.000978       0 2 2 01       0 1 1 01                    P 18e     376663243110 9 711  1470.0 1554.0
 2B  630.620003 1.030E-28 5.802E-01.07370.100  112.35580.70-.000998       0 1 1 01       0 0 0 01                    P 17e     476663243110 9 711  1386.0 1470.0
 2B  630.921955 3.960E-30 5.091E-01.07370.100  755.64450.70-.000998       0 2 2 01       0 1 1 01                    P 17f     376663243110 9 711  1386.0 1470.0
 2B  631.095279 2.830E-30 5.092E-01.07370.100  755.47130.70-.000998       0 2 2 01       0 1 1 01                    P 17e     376663243110 9 711   990.0 1050.0
 2B  631.342132 7.380E-29 5.843E-01.07420.101   99.87290.69-.001019       0 1 1 01       0 0 0 01                    P 16e     476663243110 9 711   930.0  990.0
 2B  631.646178 2.800E-30 5.059E-01.07420.101  743.12980.69-.001019       0 2 2 01       0 1 1 01                    P 16f     376663243110 9 711   930.0  990.0
 2B  631.800237 3.920E-30 5.058E-01.07420.101  742.97580.69-.001019       0 2 2 01       0 1 1 01                    P 16e     376663243110 9 711  1302.0 1386.0
 2B  632.065048 1.030E-28 5.894E-01.07480.102   88.12410.69-.001041       0 1 1 01       0 0 0 01                    P 15e     476663243110 9 711  1218.0 1302.0
 2B  632.371174 3.860E-30 5.040E-01.07480.102  731.35090.69-.001041       0 2 2 01       0 1 1 01                    P 15f     376663243110 9 711  1218.0 1302.0
